Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-27989-80-6,172.16.0.1,27989,192.168.10.50,80,6,07/07/2017 04:06:46,6262857,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.790146095,0.798357682,1565714.25,3130763.868,6261860,1,6262857,1565714.25,3130763.868,6261860,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.798357682,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,997.0,0.0,997,997,6261860.0,0.0,6261860,6261860,DDoS
172.16.0.1-192.168.10.50-27993-80-6,172.16.0.1,27993,192.168.10.50,80,6,07/07/2017 04:06:46,5046683,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.944498594,0.990749766,1261670.75,2522185.529,5044949,221,5046683,1261670.75,2522185.529,5044949,221,0,0.0,0.0,0,0,0,0,0,0,100,0,0.990749766,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1734.0,0.0,1734,1734,5044949.0,0.0,5044949,5044949,DDoS
192.168.10.1-192.168.10.3-53-60427-17,192.168.10.3,60427,192.168.10.1,53,17,07/07/2017 04:06:46,68221,1,1,57,185,57,57,57.0,0.0,185,185,185.0,0.0,3547.294821,29.31648613,68221.0,0.0,68221,68221,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.65824306,14.65824306,57,185,99.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,149.5,57.0,185.0,20,0,0,0,0,0,0,1,57,1,185,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-27997-80-6,172.16.0.1,27997,192.168.10.50,80,6,07/07/2017 04:06:46,4935891,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.862344002,0.810390667,1645297.0,2848768.073,4934771,192,4935891,1645297.0,2848768.073,4934771,192,0,0.0,0.0,0,0,0,0,0,0,80,0,0.810390667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28001-80-6,172.16.0.1,28001,192.168.10.50,80,6,07/07/2017 04:06:46,4920947,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.877110036,0.812851673,1640315.667,2835044.668,4913942,1004,4920947,1640315.667,2835044.668,4913942,1004,0,0.0,0.0,0,0,0,0,0,0,80,0,0.812851673,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28007-80-6,172.16.0.1,28007,192.168.10.50,80,6,07/07/2017 04:06:46,1315528,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,8842.837249,6.081208458,187932.5714,496769.5819,1314500,6,741,370.5,383.9589822,642,99,1315484,328871.0,657086.0833,1314500,6,0,0,0,0,72,112,2.280453172,3.800755286,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28015-80-6,172.16.0.1,28015,192.168.10.50,80,6,07/07/2017 04:06:46,70108,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,165929.7084,128.3733668,8763.5,24390.94736,69125,3,808,404.0,490.7321061,751,57,70092,14018.4,30807.63991,69125,3,0,0,0,0,72,132,42.79112227,85.58224454,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.15-195.142.107.70-59115-443-6,192.168.10.15,59115,195.142.107.70,443,6,07/07/2017 04:06:46,10398103,27,36,12937,6892,869,0,479.1481481,408.8148635,741,0,191.4444444,223.3324805,1906.982456,6.058797456,167711.3387,747697.7611,5827517,3,10400000,399927.0385,1127314.293,5827517,3,4376212,125034.6286,248017.3115,1145757,3,0,0,0,0,552,728,2.596627481,3.462169975,0,869,309.828125,344.2422345,118502.716,0,0,0,1,0,0,0,0,1,314.7460317,479.1481481,191.4444444,552,0,0,0,0,0,0,27,12937,36,6892,8192,17216,26,20,4570583.0,0.0,4570583,4570583,5827517.0,0.0,5827517,5827517,BENIGN
172.16.0.1-192.168.10.50-28020-80-6,172.16.0.1,28020,192.168.10.50,80,6,07/07/2017 04:06:46,449541,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,25864.15922,20.02042083,56192.625,152027.3652,432191,16,17034,8517.0,10678.72661,16068,966,449507,89901.4,191486.8371,432191,16,0,0,0,0,72,132,6.67347361,13.34694722,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28024-80-6,172.16.0.1,28024,192.168.10.50,80,6,07/07/2017 04:06:46,433525,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,26833.51594,18.45337639,61932.14286,163315.7925,432297,4,962,481.0,540.2295808,863,99,433481,108370.25,215951.5866,432297,4,0,0,0,0,72,112,6.920016147,11.53336024,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28028-80-6,172.16.0.1,28028,192.168.10.50,80,6,07/07/2017 04:06:46,433578,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,26830.23585,18.45112067,61939.71429,163415.9248,432532,4,749,374.5,205.7680733,520,229,433561,108390.25,216094.7894,432532,4,0,0,0,0,72,112,6.919170253,11.53195042,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28033-80-6,172.16.0.1,28033,192.168.10.50,80,6,07/07/2017 04:06:46,422657,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,27523.50014,21.2938624,52832.125,149071.9317,421766,2,744,372.0,401.6366517,656,88,422614,84522.8,188524.967,421766,2,0,0,0,0,72,132,7.097954133,14.19590827,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28039-80-6,172.16.0.1,28039,192.168.10.50,80,6,07/07/2017 04:06:46,285491,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,40747.34405,28.02189911,40784.42857,107458.1144,284476,5,746,373.0,459.6194078,698,48,285444,71361.0,142077.0382,284476,5,0,0,0,0,72,112,10.50821217,17.51368695,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28043-80-6,172.16.0.1,28043,192.168.10.50,80,6,07/07/2017 04:06:46,1498837,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,7757.347864,5.337471653,214119.5714,561938.1283,1488450,62,10035,5017.5,6732.363664,9778,257,1498732,374683.0,742526.0089,1488450,62,0,0,0,0,72,112,2.00155187,3.335919783,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28047-80-6,172.16.0.1,28047,192.168.10.50,80,6,07/07/2017 04:06:46,1499042,3,6,26,11601,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,7756.287015,6.003834449,187380.25,525730.4444,1488471,53,10072,5036.0,6740.141838,9802,270,1498845,299769.0,664518.1137,1488471,63,0,0,0,0,72,132,2.00127815,4.002556299,0,2920,1162.7,1494.366611,2233131.567,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28051-80-6,172.16.0.1,28051,192.168.10.50,80,6,07/07/2017 04:06:47,1487151,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,7822.339493,4.706986715,247858.5,606524.3283,1485921,46,907,453.5,451.8412332,773,134,1487105,495701.6667,857555.1941,1485921,186,0,0,0,0,72,92,2.017280021,2.689706694,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28055-80-6,172.16.0.1,28055,192.168.10.50,80,6,07/07/2017 04:06:47,1472479,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,7900.282449,5.433014664,210354.1429,556070.7711,1471404,3,816,408.0,551.5432893,798,18,1472387,368096.75,735538.2524,1471404,3,0,0,0,0,72,112,2.037380499,3.395634165,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28061-80-6,172.16.0.1,28061,192.168.10.50,80,6,07/07/2017 04:06:47,2789988,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.602187536,1.433697923,929996.0,1609933.508,2788987,3,2789988,929996.0,1609933.508,2788987,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.433697923,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28065-80-6,172.16.0.1,28065,192.168.10.50,80,6,07/07/2017 04:06:47,2785947,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,10.7683312,1.794721867,696486.75,1391634.247,2783938,1,2785947,696486.75,1391634.247,2783938,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.794721867,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28069-80-6,172.16.0.1,28069,192.168.10.50,80,6,07/07/2017 04:06:47,2574689,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.65189271,1.941982119,643672.25,1285979.841,2572642,500,2574689,643672.25,1285979.841,2572642,500,0,0.0,0.0,0,0,0,0,0,0,100,0,1.941982119,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.15-195.142.107.70-59111-443-6,192.168.10.15,59111,195.142.107.70,443,6,07/07/2017 04:06:47,12497362,32,40,14997,8146,1061,0,468.65625,424.8204637,741,0,203.65,242.3354901,1851.83081,5.761215847,176019.1831,688538.6256,5535571,3,12500000,403140.7097,1008746.506,5535571,3,6670212,171031.0769,366071.144,1948905,3,0,0,0,0,652,808,2.560540376,3.200675471,0,1061,317.0273973,358.1469272,128269.2215,0,0,0,1,0,0,0,0,1,321.4305556,468.65625,203.65,652,0,0,0,0,0,0,32,14997,40,8146,8192,19258,31,20,6961788.0,0.0,6961788,6961788,5535571.0,0.0,5535571,5535571,BENIGN
172.16.0.1-192.168.10.50-28073-80-6,172.16.0.1,28073,192.168.10.50,80,6,07/07/2017 04:06:47,2564983,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.69598395,1.949330658,641245.75,1280474.294,2561956,1,2564983,641245.75,1280474.294,2561956,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.949330658,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28077-80-6,172.16.0.1,28077,192.168.10.50,80,6,07/07/2017 04:06:47,2441123,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,9.831540647,1.638590108,813707.6667,1408503.231,2440107,1,2441123,813707.6667,1408503.231,2440107,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.638590108,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28082-80-6,172.16.0.1,28082,192.168.10.50,80,6,07/07/2017 04:06:47,485221,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,23974.64248,14.426416,80870.16667,197598.9672,484217,6,932,466.0,432.7493501,772,160,485175,161725.0,279286.6651,484217,6,0,0,0,0,72,92,6.182749716,8.243666288,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28086-80-6,172.16.0.1,28086,192.168.10.50,80,6,07/07/2017 04:06:47,485389,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,23966.34452,16.48162608,69341.28571,182900.51,484120,3,1019,509.5,639.931637,962,57,485357,121339.25,241854.2944,484120,3,0,0,0,0,72,112,6.180609779,10.3010163,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28090-80-6,172.16.0.1,28090,192.168.10.50,80,6,07/07/2017 04:06:47,1496093,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7775.586143,5.347261166,213727.5714,564958.9796,1494934,4,925,462.5,434.8706704,770,155,1496024,374006.0,747285.4416,1494934,4,0,0,0,0,72,112,2.005222937,3.342038229,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28094-80-6,172.16.0.1,28094,192.168.10.50,80,6,07/07/2017 04:06:47,1036663,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,23.15120729,3.858534548,345554.3333,597862.0829,1035906,329,1036663,345554.3333,597862.0829,1035906,329,0,0.0,0.0,0,0,0,0,0,0,80,0,3.858534548,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28102-80-6,172.16.0.1,28102,192.168.10.50,80,6,07/07/2017 04:06:47,42666,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,272652.6977,187.5029297,6095.142857,15640.84177,41561,4,865,432.5,453.2554467,753,112,42620,10655.0,20607.26621,41561,4,0,0,0,0,72,112,70.31359865,117.1893311,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-61734-17,192.168.10.3,61734,192.168.10.1,53,17,07/07/2017 04:06:47,23447,1,1,80,112,80,80,80.0,0.0,112,112,112.0,0.0,8188.680855,85.2987589,23447.0,0.0,23447,23447,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.64937945,42.64937945,80,112,90.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,136.0,80.0,112.0,20,0,0,0,0,0,0,1,80,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-28107-80-6,172.16.0.1,28107,192.168.10.50,80,6,07/07/2017 04:06:47,58291,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,199464.7544,154.3977629,7286.375,15487.88663,43864,14,44577,22288.5,30789.55057,44060,517,58095,11619.0,19234.94993,44446,14,0,0,0,0,72,132,51.46592098,102.931842,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28111-80-6,172.16.0.1,28111,192.168.10.50,80,6,07/07/2017 04:06:48,351340,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,33093.29994,25.61621222,43917.5,118008.4976,335693,13,15084,7542.0,10503.36413,14969,115,351273,70254.6,148528.3799,335693,13,0,0,0,0,72,132,8.538737405,17.07747481,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28115-80-6,172.16.0.1,28115,192.168.10.50,80,6,07/07/2017 04:06:48,791608,2,5,20,11607,20,0,10.0,14.14213562,5840,0,2321.4,3173.373883,14687.82529,8.842760558,131934.6667,322010.0853,789234,50,1598,1598.0,0.0,1598,1598,791543,197885.75,394232.6224,789234,156,0,0,0,0,52,112,2.526503017,6.316257542,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28119-80-6,172.16.0.1,28119,192.168.10.50,80,6,07/07/2017 04:06:48,790150,2,4,20,11607,20,0,10.0,14.14213562,11595,0,2901.75,5795.50069,14714.92755,7.593494906,158030.0,352877.364,789276,6,782,782.0,0.0,782,782,790093,263364.3333,455453.0413,789276,6,0,0,0,0,52,92,2.531164969,5.062329937,0,11595,1661.0,4380.487987,19200000.0,0,0,0,1,0,0,0,0,2,1937.833333,10.0,2901.75,52,0,0,0,0,0,0,2,20,4,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28125-80-6,172.16.0.1,28125,192.168.10.50,80,6,07/07/2017 04:06:48,784565,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,14827.3247,8.922141569,130760.8333,319517.3355,782972,4,1361,680.5,956.7154749,1357,4,784558,261519.3333,451591.6655,782972,185,0,0,0,0,72,92,3.823774958,5.098366611,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.15-195.142.107.70-59114-443-6,192.168.10.15,59114,195.142.107.70,443,6,07/07/2017 04:06:48,12497116,33,42,15482,7661,885,0,469.1515152,411.2137614,485,0,182.4047619,202.3869826,1851.867263,6.001384639,168879.9459,699298.0709,5771807,3,12500000,390534.875,1033069.284,5771807,3,6434631,156942.2195,347867.9023,1990140,3,0,0,0,0,672,848,2.640609241,3.360775398,0,885,304.5131579,340.6647421,116052.4665,0,0,0,1,0,0,0,0,1,308.5733333,469.1515152,182.4047619,672,0,0,0,0,0,0,33,15482,42,7661,8192,19743,32,20,6725306.0,0.0,6725306,6725306,5771807.0,0.0,5771807,5771807,BENIGN
172.16.0.1-192.168.10.50-28130-80-6,172.16.0.1,28130,192.168.10.50,80,6,07/07/2017 04:06:48,1616233,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,7197.600841,5.568504046,202029.125,571001.6628,1615186,4,765,382.5,535.2798334,761,4,1616218,323243.6,722217.824,1615186,4,0,0,0,0,72,132,1.856168015,3.712336031,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28134-80-6,172.16.0.1,28134,192.168.10.50,80,6,07/07/2017 04:06:48,1125325,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,10332.12627,7.997689556,140665.625,393026.26,1113309,16,11513,5756.5,7801.509117,11273,240,1125227,225045.4,496578.6418,1113309,16,0,0,0,0,72,132,2.665896519,5.331793038,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28138-80-6,172.16.0.1,28138,192.168.10.50,80,6,07/07/2017 04:06:48,1114370,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10439.08217,6.281576137,185728.3333,454332.2258,1113130,77,941,470.5,393.8584771,749,192,1114293,371431.0,642330.2934,1113130,193,0,0,0,0,72,92,2.692104059,3.589472078,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28142-80-6,172.16.0.1,28142,192.168.10.50,80,6,07/07/2017 04:06:48,1114283,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10439.89723,6.282066585,185713.8333,454459.3447,1113375,12,749,374.5,330.2188668,608,141,1114234,371411.3333,642559.5197,1113375,12,0,0,0,0,72,92,2.692314251,3.589752334,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28149-80-6,172.16.0.1,28149,192.168.10.50,80,6,07/07/2017 04:06:48,164715,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,70625.01897,48.56873994,23530.71429,61728.77933,163517,3,943,471.5,662.559054,940,3,164581,41145.25,81582.03831,163517,4,0,0,0,0,72,112,18.21327748,30.35546247,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-28155-80-6,172.16.0.1,28155,192.168.10.50,80,6,07/07/2017 04:06:48,8320282,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.60564702,0.60094117,2080070.5,4158362.373,8317614,73,8320282,2080070.5,4158362.373,8317614,73,0,0.0,0.0,0,0,0,0,0,0,100,0,0.60094117,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2668.0,0.0,2668,2668,8317614.0,0.0,8317614,8317614,DDoS
172.16.0.1-192.168.10.50-28159-80-6,172.16.0.1,28159,192.168.10.50,80,6,07/07/2017 04:06:48,7795745,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.848253118,0.64137552,1948936.25,3897055.175,7794519,212,7795745,1948936.25,3897055.175,7794519,212,0,0.0,0.0,0,0,0,0,0,0,100,0,0.64137552,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1226.0,0.0,1226,1226,7794519.0,0.0,7794519,7794519,DDoS
172.16.0.1-192.168.10.50-28163-80-6,172.16.0.1,28163,192.168.10.50,80,6,07/07/2017 04:06:48,7533947,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.18558121,0.530930202,2511315.667,4348857.734,7532944,3,7533947,2511315.667,4348857.734,7532944,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.530930202,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003.0,0.0,1003,1003,7532944.0,0.0,7532944,7532944,DDoS
